"","var","estimate","statistic","p.value","conf.low","conf.high","method","alternative","p.adj","meandiff","lwr.ci","upr.ci","log2FC","comparison_lfc","Log2fc"
"274","Actinopolymorpha",1.54683938417424e-05,610,0.0682007125091247,-1.96806316861278e-05,1.54683938417424e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.203914873830432,-1.95562208936533e-06,-3.85366549717927e-06,-5.75786815513922e-08,-0.863429564379733,"Healthy.control-Stage.III.IV.",0.863429564379733
"275","Kribbella",-1.19227715567721e-06,661,0.183650100367109,-3.83553588300605e-06,5.89063707453869e-07,"Wilcoxon rank sum exact test","two.sided",0.351273408198684,-3.10480554662252e-06,-6.63965414989357e-06,4.30043056648527e-07,-0.579568152443665,"Healthy.control-Stage.III.IV.",0.579568152443665
"276","Aeromicrobium",-6.42401314709727e-06,545,0.0137632442568842,-1.27918651696651e-05,-1.46398601689411e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-9.67660553395592e-06,-1.73554699699164e-05,-1.99774109799544e-06,-0.809682066353232,"Healthy.control-Stage.III.IV.",0.809682066353232
"277","Friedmanniella",-1.56196646820038e-05,589,0.0427878837546704,-1.56196646820038e-05,8.15827757304463e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.170340409577892,-1.54387103628321e-06,-2.86800988517872e-06,-2.19732187387697e-07,-0.919327640266601,"Healthy.control-Stage.III.IV.",0.919327640266601
"278","Marmoricola",1.56127320806357e-05,662,0.185801419581194,-1.34656953641927e-05,1.56127320806357e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.354081290753946,-8.05760523829208e-07,-2.32428611692765e-06,7.12765069269232e-07,-0.324173068861636,"Healthy.control-Stage.III.IV.",0.324173068861636
"279","Micropruina",-1.37969104299817e-05,578,0.0330214784833613,-1.37969104299817e-05,6.81393195996912e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.16071050480641,-1.39766812973921e-06,-2.62969221398594e-06,-1.6564404549247e-07,-0.894405533318095,"Healthy.control-Stage.III.IV.",0.894405533318095
"280","Mumia",-8.11394464252636e-06,560,0.0211744163956053,-8.11394464252636e-06,1.84676479756813e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-7.81895147363579e-07,-2.03873596235473e-06,4.74945667627574e-07,-0.536576925069112,"Healthy.control-Stage.III.IV.",0.536576925069112
"281","Nocardioides",-3.00022775125308e-05,553,0.0171171592425332,-6.89998137232775e-05,-4.91005197165098e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-5.10429031730368e-05,-9.51687519323303e-05,-6.91705441374325e-06,-0.784748532725497,"Healthy.control-Stage.III.IV.",0.784748532725497
"282","Pimelobacter",-4.1087634572793e-05,508,0.00503125505504999,-4.1087634572793e-05,2.0747930214417e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.142530902718688,-5.11246357376445e-06,-9.01830420686541e-06,-1.20662294066348e-06,-1.15270190673147,"Healthy.control-Stage.III.IV.",1.15270190673147
"283","Solicola",-8.11394464252636e-06,634,0.110921114777994,-8.11394464252636e-06,6.81393195996912e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.261445753188365,-1.01508630521648e-06,-2.06909410872472e-06,3.89214982917561e-08,-0.666348163219014,"Healthy.control-Stage.III.IV.",0.666348163219014
"284","Acidipropionibacterium",-3.97202934420034e-06,504,0.00407383914206003,-7.15447457860267e-06,-1.1521217460684e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-5.48715510786491e-06,-1.00095682913278e-05,-9.64741924402057e-07,-0.831845533462446,"Healthy.control-Stage.III.IV.",0.831845533462446
"285","Arachnia",-7.7621585985744e-07,753,0.656262354583245,-4.37505408193413e-06,2.14042790607076e-06,"Wilcoxon rank sum exact test","two.sided",0.773010909466603,-4.10203885530254e-06,-1.14252729015105e-05,3.22119519090547e-06,-0.434762808194253,"Healthy.control-Stage.III.IV.",0.434762808194253
"286","Auraticoccus",-2.81398505687616e-05,572,0.0285694939997971,-2.81398505687616e-05,8.9336929279333e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.157539532945061,-2.09429843179872e-06,-3.92925425531247e-06,-2.59342608284981e-07,-0.924108228867598,"Healthy.control-Stage.III.IV.",0.924108228867598
"287","Cutibacterium",-4.59574460732576e-06,592,0.0454472432486449,-9.46618418426155e-06,-8.5784706801905e-08,"Wilcoxon rank sum exact test","two.sided",0.173558369886557,-4.20390937269425e-06,-1.4270737480166e-05,5.86291873477749e-06,-0.297938940906055,"Healthy.control-Stage.III.IV.",0.297938940906055
"288","Microlunatus",-4.44808595707665e-06,539,0.0116389026550803,-9.73206234794542e-06,-9.36447386551226e-07,"Wilcoxon rank sum exact test","two.sided",0.142908045258581,-6.43828262259269e-06,-1.27582162308881e-05,-1.18349014297282e-07,-0.673708761623697,"Healthy.control-Stage.III.IV.",0.673708761623697
"289","Propionibacterium",-5.90758520771855e-06,581,0.0350024254590277,-1.24684027783289e-05,-6.95925772280568e-07,"Wilcoxon rank sum exact test","two.sided",0.163194564061604,-1.33169808426211e-05,-2.62627915219679e-05,-3.71170163274172e-07,-0.86392893462032,"Healthy.control-Stage.III.IV.",0.86392893462032
"290","Propioniciclava",-4.62667481744056e-05,532,0.0100520093970349,-4.62667481744056e-05,2.65330544813947e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.142530902718688,-4.81959407709482e-06,-8.95123538209126e-06,-6.8795277209838e-07,-0.746815571807602,"Healthy.control-Stage.III.IV.",0.746815571807602
"291","Raineyella",-8.59996906026298e-07,519,0.00648651597135174,-1.81787583987455e-06,-2.01970019355464e-07,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-1.72939041046229e-06,-2.87370084654787e-06,-5.85079974376706e-07,-1.19041663378106,"Healthy.control-Stage.III.IV.",1.19041663378106
"292","Tessaracoccus",-7.1337166367215e-06,592,0.0454472432486449,-1.60181708894475e-05,-4.03321395303926e-08,"Wilcoxon rank sum exact test","two.sided",0.173558369886557,-1.10402356667838e-05,-2.29161354076589e-05,8.35664074091336e-07,-0.617374334272368,"Healthy.control-Stage.III.IV.",0.617374334272368
"293","Vaginimicrobium",-1.11533598896517e-06,600,0.0545761885765003,-2.42487655144734e-06,3.85527226319947e-08,"Wilcoxon rank sum exact test","two.sided",0.184786177318528,-1.20162403688881e-06,-2.71381844192221e-06,3.10570368144583e-07,-0.406627046539191,"Healthy.control-Stage.III.IV.",0.406627046539191
"294","Actinoalloteichus",-2.76605412726281e-06,565,0.0234691411731591,-5.92782480506364e-06,-3.26977461161816e-07,"Wilcoxon rank sum exact test","two.sided",0.151180161113979,-4.0460761002418e-06,-7.54267154187846e-06,-5.49480658605129e-07,-0.771254216849863,"Healthy.control-Stage.III.IV.",0.771254216849863
"295","Actinokineospora",-2.77082577686272e-05,530,0.00950652956494285,-2.77082577686272e-05,7.46972546553812e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.142530902718688,-2.29393365741269e-06,-4.11785603159911e-06,-4.70011283226269e-07,-1.02056058618308,"Healthy.control-Stage.III.IV.",1.02056058618308
"296","Actinosynnema",-3.22831414500517e-05,575,0.0307188700479852,-3.22831414500517e-05,2.70696892230492e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.158115959788081,-3.39748640943012e-06,-6.76072840621081e-06,-3.4244412649432e-08,-0.788384504735048,"Healthy.control-Stage.III.IV.",0.788384504735048
"297","Alloactinosynnema",-2.45144710476328e-05,644,0.134566502743095,-2.45144710476328e-05,1.32338443023664e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.294256048295476,-1.48715463112794e-06,-3.16195177108243e-06,1.87642508826547e-07,-0.776611506675602,"Healthy.control-Stage.III.IV.",0.776611506675602
"298","Allokutzneria",2.42499299289815e-05,595.5,0.0496458929519993,-2.37915422308667e-05,2.42499299289815e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.179050244777436,-2.32011417581689e-06,-4.7051839231967e-06,6.49555715629314e-08,-0.723994403098685,"Healthy.control-Stage.III.IV.",0.723994403098685
"299","Allosaccharopolyspora",-8.89596796458494e-06,594,0.0479884123703844,-8.89596796458494e-06,6.35373237376412e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.176655635670865,-9.95502503299736e-07,-1.95054522990271e-06,-4.04597766967646e-08,-0.797191453716656,"Healthy.control-Stage.III.IV.",0.797191453716656
"300","Amycolatopsis",-2.26431274464641e-05,569,0.0259937895973236,-4.80009544308818e-05,-2.33612001343086e-06,"Wilcoxon rank sum exact test","two.sided",0.155162928673255,-3.66991894243047e-05,-6.86332682109742e-05,-4.76511063763514e-06,-0.73132566031295,"Healthy.control-Stage.III.IV.",0.73132566031295
"301","Kibdelosporangium",1.44617562371527e-05,541,0.0128669053685624,-2.37163771734992e-05,1.44617562371527e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-3.83579322881877e-06,-6.48255716123043e-06,-1.18902929640712e-06,-1.1252551528196,"Healthy.control-Stage.III.IV.",1.1252551528196
"302","Kutzneria",-6.11390287103013e-06,513,0.00540029975491607,-1.15173468130705e-05,-1.77965384951139e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-8.96940231769154e-06,-1.53519693937533e-05,-2.58683524162975e-06,-0.907263967341582,"Healthy.control-Stage.III.IV.",0.907263967341582
"303","Lentzea",-2.2824149147603e-06,555,0.018058862105548,-5.21670111822505e-06,-3.35285890394137e-07,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-3.37012522736633e-06,-6.50618904845421e-06,-2.34061406278463e-07,-0.723101731536322,"Healthy.control-Stage.III.IV.",0.723101731536322
"304","Prauserella",-7.81598374112266e-06,582,0.0363541728167333,-7.81598374112266e-06,8.09968443629436e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.165526036668236,-7.15569432035324e-07,-1.62203065596401e-06,1.90891791893357e-07,-0.560933471686794,"Healthy.control-Stage.III.IV.",0.560933471686794
"305","Pseudonocardia",-1.05857094661863e-05,538,0.0113143087725144,-2.19002619907379e-05,-2.51723826120593e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-1.81786483174885e-05,-3.31481275691181e-05,-3.20916906585886e-06,-0.878448445932309,"Healthy.control-Stage.III.IV.",0.878448445932309
"306","Saccharomonospora",-3.51049051621579e-06,565,0.0234691411731591,-7.75384415701712e-06,-4.47668199996735e-07,"Wilcoxon rank sum exact test","two.sided",0.151180161113979,-5.46059268888478e-06,-1.06086236121832e-05,-3.12561765586382e-07,-0.669131122438153,"Healthy.control-Stage.III.IV.",0.669131122438153
"307","Saccharopolyspora",-7.70713442955448e-06,540,0.0119716302061129,-1.60520511226103e-05,-1.16851213815395e-06,"Wilcoxon rank sum exact test","two.sided",0.14425442608608,-1.2716874348596e-05,-2.28184113072487e-05,-2.61533738994337e-06,-0.857845633764591,"Healthy.control-Stage.III.IV.",0.857845633764591
"308","Saccharothrix",-3.83579760755043e-06,601,0.0558168556230192,-8.46813232767256e-06,7.66446161857337e-08,"Wilcoxon rank sum exact test","two.sided",0.184786177318528,-6.4266342445006e-06,-1.31638737713127e-05,3.10605282311492e-07,-0.666090169937199,"Healthy.control-Stage.III.IV.",0.666090169937199
"309","Epidermidibacterium",3.25480787086663e-05,554.5,0.018373826693374,-1.43288809644614e-05,3.25480787086663e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-1.47420317923052e-06,-3.64492468046759e-06,6.96518322006542e-07,-0.657453955911868,"Healthy.control-Stage.III.IV.",0.657453955911868
"310","Nocardiopsis",-9.99172586764877e-06,508,0.00462233000582737,-1.88091736367138e-05,-3.00121975306396e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-1.42042328214936e-05,-2.36232580104895e-05,-4.78520763249777e-06,-0.963809955241117,"Healthy.control-Stage.III.IV.",0.963809955241117
"311","Spiractinospora",9.74312614231376e-06,542,0.0132191731022931,-1.03582272032251e-05,9.74312614231376e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-1.12233463149865e-06,-2.10325960820137e-06,-1.41409654795917e-07,-0.78721225724644,"Healthy.control-Stage.III.IV.",0.78721225724644
"312","Streptomonospora",-2.28814709783213e-06,506,0.00434033208659961,-4.21618619503643e-06,-7.29714977637293e-07,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-3.8534057300952e-06,-6.80573983464718e-06,-9.01071625543208e-07,-0.940282346720985,"Healthy.control-Stage.III.IV.",0.940282346720985
"313","Thermobifida",-1.30584502521252e-06,597,0.050989913627978,-3.41283761188848e-06,2.33330743784216e-09,"Wilcoxon rank sum exact test","two.sided",0.180841741203432,-3.35553754093664e-06,-6.41394641366932e-06,-2.97128668203963e-07,-0.885366399709489,"Healthy.control-Stage.III.IV.",0.885366399709489
"314","Nonomuraea",-6.88877301553836e-06,534,0.010093993583577,-1.47046967199614e-05,-2.05408979603993e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-1.19821343719039e-05,-2.16285998084354e-05,-2.33566893537239e-06,-0.827084435580073,"Healthy.control-Stage.III.IV.",0.827084435580073
"315","Streptosporangium",-3.48503094693921e-06,540,0.0119716302061129,-6.57829621013583e-06,-7.75668663384476e-07,"Wilcoxon rank sum exact test","two.sided",0.14425442608608,-5.23957536349272e-06,-9.98202378653215e-06,-4.97126940453285e-07,-0.747294910805225,"Healthy.control-Stage.III.IV.",0.747294910805225
"316","Thermobispora",1.37765382653018e-05,683,0.26222266267165,-2.64134793682241e-05,1.37765382653018e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.439012121585832,-1.82448838393202e-06,-3.64173817461465e-06,-7.23859324938724e-09,-0.992617528973616,"Healthy.control-Stage.III.IV.",0.992617528973616
"317","Actinomadura",-7.2941922516094e-06,561,0.021157756831768,-1.43635954495605e-05,-1.00391833246616e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-1.27966860411257e-05,-2.48736487685659e-05,-7.19723313685385e-07,-0.725024329681204,"Healthy.control-Stage.III.IV.",0.725024329681204
"318","Thermomonospora",-1.96648799990171e-06,581,0.0350024254590277,-5.08018024778721e-06,-1.36575279238712e-07,"Wilcoxon rank sum exact test","two.sided",0.163194564061604,-4.01238064959089e-06,-7.38510662715624e-06,-6.39654672025552e-07,-0.852203885524538,"Healthy.control-Stage.III.IV.",0.852203885524538
"319","Atopobium",-5.6335982511096e-06,528,0.00848048283429788,-1.15943856230181e-05,-1.64302406603661e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-1.15264503963929e-05,-2.16186895639678e-05,-1.43421122881807e-06,-0.969656861094974,"Healthy.control-Stage.III.IV.",0.969656861094974
"320","Lancefieldella",-1.52222705647768e-05,556,0.018546298867082,-3.70887239181541e-05,-2.27482496206008e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-2.51084942120417e-05,-0.00011211197251423,6.18949840901465e-05,-0.44225526074828,"Healthy.control-Stage.III.IV.",0.44225526074828
"321","Leptogranulimonas",-4.41817909687896e-06,543,0.0130203085025893,-9.14506815419801e-06,-1.2502232345847e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-8.28664437380909e-06,-1.39365093092024e-05,-2.63677943841583e-06,-1.00024204439722,"Healthy.control-Stage.III.IV.",1.00024204439722
"322","Olsenella",-4.58393509350218e-05,466,0.00112676447009011,-8.48652731750411e-05,-1.5180918646947e-05,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-0.000228925958371176,-0.00056010388944909,0.000102251972706739,-1.74657196124291,"Healthy.control-Stage.III.IV.",1.74657196124291
"323","Parafannyhessea",-1.11351440422828e-05,559,0.0200774614379078,-2.29163569540674e-05,-1.73598700802977e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-2.00174714915415e-05,-3.50307496151413e-05,-5.00419336794157e-06,-0.870346643494403,"Healthy.control-Stage.III.IV.",0.870346643494403
"324","Parolsenella",-2.07790025016317e-05,554,0.0175825509162046,-4.57383871485674e-05,-3.28067817668793e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-0.000136856371360596,-0.000348815002244842,7.51022595236503e-05,-2.05503341261776,"Healthy.control-Stage.III.IV.",2.05503341261776
"325","Thermophilibacter",-6.56954378221281e-06,549,0.0153607559782232,-1.75067863653417e-05,-1.03656834308073e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-1.1639062566314e-05,-2.90314142256163e-05,5.75328909298835e-06,-0.649586506127435,"Healthy.control-Stage.III.IV.",0.649586506127435
"326","Collinsella",-0.00285499561177212,549,0.0153607559782232,-0.00574962898980541,-0.000163176764549905,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-0.00491723051289517,-0.00970167941873442,-0.000132781607055929,-0.858070557085775,"Healthy.control-Stage.III.IV.",0.858070557085775
"327","Coriobacterium",-3.66563102886179e-06,575,0.0302140577429079,-8.0974019538661e-06,-5.1741099033844e-07,"Wilcoxon rank sum exact test","two.sided",0.158115959788081,-6.86134507618019e-06,-1.2240161153647e-05,-1.48252899871335e-06,-0.842903394208623,"Healthy.control-Stage.III.IV.",0.842903394208623
"328","Adlercreutzia",-2.1226757259399e-05,668,0.20695554880539,-9.10824401569661e-05,1.23384664233207e-05,"Wilcoxon rank sum exact test","two.sided",0.379842729122475,-9.20805643532757e-05,-0.000337602567099421,0.00015344143839287,-0.363736099964424,"Healthy.control-Stage.III.IV.",0.363736099964424
"329","Arabiibacter",-1.00687129785423e-05,498,0.00336011017196301,-1.79852541573162e-05,-2.86608261837937e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-1.57469513093266e-05,-2.74500029065203e-05,-4.04389971213299e-06,-0.988690311398676,"Healthy.control-Stage.III.IV.",0.988690311398676
"330","Berryella",-1.36730870456941e-05,508,0.00462233000582737,-2.80151628795571e-05,-3.56420884140871e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-2.54815649785217e-05,-4.43254885108137e-05,-6.63764144622968e-06,-1.01181166771991,"Healthy.control-Stage.III.IV.",1.01181166771991
"331","Cryptobacterium",-1.87923408158924e-06,565,0.0234691411731591,-4.00259726148118e-06,-2.02916523333504e-07,"Wilcoxon rank sum exact test","two.sided",0.151180161113979,-3.01104268359524e-06,-5.40284660955423e-06,-6.19238757636255e-07,-0.809522702294071,"Healthy.control-Stage.III.IV.",0.809522702294071
"332","Denitrobacterium",-6.18033991179401e-06,569,0.0259937895973236,-1.34754306682658e-05,-8.39175320948632e-07,"Wilcoxon rank sum exact test","two.sided",0.155162928673255,-9.69106925901293e-06,-1.82260731991333e-05,-1.15606531889259e-06,-0.71983859956413,"Healthy.control-Stage.III.IV.",0.71983859956413
"333","Eggerthella",-0.00023953958021062,635,0.11378712717333,-0.000660626565667634,4.87260973642964e-05,"Wilcoxon rank sum exact test","two.sided",0.263107302403171,-0.000659343883707126,-0.00149085276148006,0.000172164994065807,-0.667167381587483,"Healthy.control-Stage.III.IV.",0.667167381587483
"334","Gordonibacter",-6.06629157352006e-05,491,0.00267097693204928,-0.000111101254472306,-1.8138033999184e-05,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-0.000101026224746385,-0.000185580933564186,-1.64715159285838e-05,-1.06752988474039,"Healthy.control-Stage.III.IV.",1.06752988474039
"335","Phoenicibacter",-1.48556259574534e-06,634,0.111586125587612,-3.44185459058108e-06,3.20516246202637e-07,"Wilcoxon rank sum exact test","two.sided",0.261445753188365,-1.18616415225659e-06,-4.29297867639038e-06,1.92065037187721e-06,-0.26543658765164,"Healthy.control-Stage.III.IV.",0.26543658765164
"336","Raoultibacter",-1.719824675014e-05,539,0.0116389026550803,-4.61181849589618e-05,-2.03328093811645e-06,"Wilcoxon rank sum exact test","two.sided",0.142908045258581,-1.91610310592814e-05,-8.64149737005516e-05,4.80929115819887e-05,-0.40862164824057,"Healthy.control-Stage.III.IV.",0.40862164824057
"337","Slackia",-1.52789863828615e-05,503,0.00394617391424455,-3.2573087115862e-05,-3.68944481411882e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-2.40474970314637e-05,-3.74004030686557e-05,-1.06945909942718e-05,-1.1325067247936,"Healthy.control-Stage.III.IV.",1.1325067247936
"338","Xiamenia",-5.51415749688672e-06,547,0.014542901671055,-1.18606038065664e-05,-1.02344826586827e-06,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-1.00884441357921e-05,-1.77840185569369e-05,-2.39286971464721e-06,-0.875861117522294,"Healthy.control-Stage.III.IV.",0.875861117522294
"339","Egibacter",-1.57711638658461e-05,526,0.00849296776891799,-1.57711638658461e-05,2.75743344264817e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.142530902718688,-7.67147605152787e-07,-2.56813178480272e-06,1.03383657449715e-06,-0.466870064299608,"Healthy.control-Stage.III.IV.",0.466870064299608
"340","Egicoccus",-1.83858532857246e-05,548,0.0155118997873448,-1.83858532857246e-05,1.18202305178507e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-1.41036011316126e-06,-2.92291872597994e-06,1.02198499657418e-07,-0.766286235409053,"Healthy.control-Stage.III.IV.",0.766286235409053
"341","Euzebya",-2.67587536083316e-05,559,0.0206486429728589,-2.67587536083316e-05,1.09836028541277e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-2.19042031544287e-06,-4.16530801159988e-06,-2.15532619285849e-07,-0.875581102315572,"Healthy.control-Stage.III.IV.",0.875581102315572
"342","Baekduia",-2.32667428697352e-06,548,0.0149469604279349,-6.61598060397278e-06,-3.02550176655698e-07,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-5.13881431279299e-06,-9.7630088149456e-06,-5.14619810640387e-07,-0.929954064737549,"Healthy.control-Stage.III.IV.",0.929954064737549
"343","Rubrobacter",-4.60602370480205e-06,585,0.0385382530408709,-1.12561030555545e-05,-3.80190286363651e-07,"Wilcoxon rank sum exact test","two.sided",0.167632759863878,-1.1438317546056e-05,-2.08526763760244e-05,-2.02395871608763e-06,-0.925252651473986,"Healthy.control-Stage.III.IV.",0.925252651473986
"344","Miltoncostaea",-1.07100422717417e-06,620,0.0841348965414066,-3.44743742323756e-06,9.90693752596174e-08,"Wilcoxon rank sum exact test","two.sided",0.222676260969071,-4.04201602251217e-06,-7.37933297168896e-06,-7.04699073335384e-07,-1.0530089144371,"Healthy.control-Stage.III.IV.",1.0530089144371
"345","Capillimicrobium",1.82075885845509e-05,557,0.0196098180318276,-3.63401137713149e-05,1.82075885845509e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-2.53981002335219e-06,-5.09672748093213e-06,1.71074342277471e-08,-0.830517342233209,"Healthy.control-Stage.III.IV.",0.830517342233209
"346","Conexibacter",-4.18229135433291e-06,523,0.00731455628069784,-8.68567284426619e-06,-1.00958640212764e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-8.63079023973013e-06,-1.48154863493329e-05,-2.4460941301274e-06,-1.09736368893074,"Healthy.control-Stage.III.IV.",1.09736368893074
"347","Paraconexibacter",-2.34786483273103e-05,571,0.0278925862781538,-2.34786483273103e-05,1.22670696872575e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.156745023485223,-2.19785265997772e-06,-4.07811208557367e-06,-3.17593234381775e-07,-1.03453690359087,"Healthy.control-Stage.III.IV.",1.03453690359087
"348","Thermoleophilum",-1.22572355238164e-05,574,0.0299623894728584,-1.22572355238164e-05,5.88121224191247e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.158115959788081,-1.21210670284567e-06,-2.15027287705817e-06,-2.73940528633175e-07,-0.880366620061495,"Healthy.control-Stage.III.IV.",0.880366620061495
"349","Thermosulfidibacter",-7.07806988395457e-06,689,0.287595429239614,-7.07806988395457e-06,5.61357838106056e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.463089485524555,-2.43270621724767e-07,-8.56872403592987e-07,3.70331160143453e-07,-0.319225008927303,"Healthy.control-Stage.III.IV.",0.319225008927303
"350","Aquifex",-1.55373408048377e-05,735,0.534541418956002,-1.55373408048377e-05,1.43040169255531e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.680648260647524,-1.03068444081448e-07,-1.36928446707381e-06,1.16314757891091e-06,-0.0802469203701126,"Healthy.control-Stage.III.IV.",0.0802469203701126
"351","Hydrogenobacter",-1.60423301366317e-05,779,0.843619411075489,-1.60423301366317e-05,1.49685382052594e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.904639635485244,-1.70179384410275e-07,-1.58883214190173e-06,1.24847337308118e-06,-0.106670371230612,"Healthy.control-Stage.III.IV.",0.106670371230612
"352","Thermocrinis",-7.1083848236943e-07,557,0.0190450698107332,-1.47392982628427e-06,-9.86373012007748e-08,"Wilcoxon rank sum exact test","two.sided",0.147848433275081,-1.16353598977859e-06,-2.19260506029346e-06,-1.34466919263718e-07,-0.793869952941066,"Healthy.control-Stage.III.IV.",0.793869952941066
"353","Persephonella",2.48776554754293e-05,829,0.783897896625771,-6.59771430174723e-06,2.48776554754293e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.865052286378837,9.72520947043843e-07,-4.71888066510916e-07,2.4169299605986e-06,0.644744623992582,"Healthy.control-Stage.III.IV.",0.644744623992582
"354","Sulfurihydrogenibium",6.62595007354415e-06,635.5,0.114542641910332,-1.28481804823499e-05,6.62595007354415e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.264538958697671,-3.79468218789307e-07,-1.28426852902558e-06,5.25332091446966e-07,-0.321566488749332,"Healthy.control-Stage.III.IV.",0.321566488749332
"355","Desulfurobacterium",-9.89833963640908e-08,748,0.622027361185148,-5.16222134239698e-07,4.50414600459777e-07,"Wilcoxon rank sum exact test","two.sided",0.746278961471359,2.80935402467685e-07,-6.08687999625221e-07,1.17055880456059e-06,0.215407604633721,"Healthy.control-Stage.III.IV.",0.215407604633721
"356","Thermovibrio",-1.27195016305877e-07,693,0.307255144148607,-4.41513458662678e-07,1.1292582333015e-07,"Wilcoxon rank sum exact test","two.sided",0.47915995148577,-5.71329190047189e-07,-1.12714480631693e-06,-1.55135737774472e-08,-0.83350818498467,"Healthy.control-Stage.III.IV.",0.83350818498467
"357","Chthonomonas",1.52267001879652e-05,611.5,0.0704445648394851,-1.55590655130955e-05,1.52267001879652e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.207378536856754,-1.43095931237135e-06,-3.10676725660446e-06,2.44848631861768e-07,-0.739872900823219,"Healthy.control-Stage.III.IV.",0.739872900823219
"358","Fimbriimonas",1.828815313581e-05,671.5,0.218065731729043,-2.41018666947476e-05,1.828815313581e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.389733648947712,-9.05558459079827e-07,-2.66751927391019e-06,8.56402355750537e-07,-0.494020871819798,"Healthy.control-Stage.III.IV.",0.494020871819798
"359","Atribacter",6.38199498558819e-08,817,0.874551353277721,-7.5935467546442e-07,8.24527957363711e-07,"Wilcoxon rank sum exact test","two.sided",0.922081318129771,-7.47107016981335e-08,-1.25193622712534e-06,1.10251482372907e-06,-0.0391161028737991,"Healthy.control-Stage.III.IV.",0.0391161028737991
"360","Bacteria_Bacillota____",3.50445077929059e-08,808,0.942792132235347,-1.04874982253229e-06,1.04183854684398e-06,"Wilcoxon rank sum exact test","two.sided",0.963147307286242,9.51822810297769e-07,-9.32528557900359e-07,2.8361741784959e-06,0.365502671655928,"Healthy.control-Stage.III.IV.",0.365502671655928
"361","Ndongobacter",-5.54701961352269e-06,525,0.00776269108944169,-1.01754698387907e-05,-1.07667180295726e-06,"Wilcoxon rank sum exact test","two.sided",0.142530902718688,-9.57998325493201e-06,-1.59915554466472e-05,-3.16841106321682e-06,-1.06101050367212,"Healthy.control-Stage.III.IV.",1.06101050367212
