"","ERR1018185","ERR1018186","ERR1018187","ERR1018188","ERR1018189","ERR1018190","ERR1018191","ERR1018192","ERR1018193","ERR1018194","ERR1018195","ERR1018196","ERR1018197","ERR1018198","ERR1018199","ERR1018200","ERR1018201","ERR1018202","ERR1018203","ERR1018204","ERR1018205","ERR1018206","ERR1018207","ERR1018208","ERR1018209","ERR1018210","ERR1018211","ERR1018212","ERR1018213","ERR1018214","ERR1018215","ERR1018216","ERR1018217","ERR1018218","ERR1018219","ERR1018220","ERR1018221","ERR1018222","ERR1018223","ERR1018224","ERR1018225","ERR1018226","ERR1018227","ERR1018228","ERR1018229","ERR1018230","ERR1018231","ERR1018232","ERR1018233","ERR1018234","ERR1018235","ERR1018236","ERR1018237","ERR1018238","ERR1018239","ERR1018240","ERR1018241","ERR1018242","ERR1018243","ERR1018244","ERR1018245","ERR1018246","ERR1018247","ERR1018248","ERR1018249","ERR1018250","ERR1018251","ERR1018252","ERR1018253","ERR1018254","ERR1018255","ERR1018256","ERR1018257","ERR1018258","ERR1018259","ERR1018260","ERR1018261","ERR1018262","ERR1018263","ERR1018264","ERR1018265","ERR1018266","ERR1018267","ERR1018268","ERR1018269","ERR1018270","ERR1018271","ERR1018272","ERR1018273","ERR1018274","ERR1018275","ERR1018276","ERR1018277","ERR1018278","ERR1018279","ERR1018280","ERR1018281","ERR1018282","ERR1018283","ERR1018284","ERR1018285","ERR1018286","ERR1018287","ERR1018288","ERR1018289","ERR1018290","ERR1018291","ERR1018292","ERR1018293","ERR1018294","ERR1018295","ERR1018296","ERR1018297","ERR1018298","ERR1018299","ERR1018300","ERR1018301","ERR1018302","ERR1018303","ERR1018304","ERR1018305","ERR1018306","ERR1018307","ERR1018308","ERR1018309","ERR1018310","ERR1018311","ERR1018312"
"Methanogenesis and methanotrophy: acetate => methane, pt 3",0.526287351730284,0.661468908629442,0.314689244147237,0.501169114965947,0.738451693466349,0.623715466679737,0.244237674523271,0.593227641504611,0.586996990514406,0.558420718287767,0.775060318043199,0.368864169310501,0.428271748995203,0.571584014002334,0.703749942201877,0.338495628766508,0.571116663190454,0.550370908017272,0.65816161881768,0.173301073240031,0.623568322839915,0.335953953188405,0.567746450240821,0.1270444636257,0.711093040365988,0.592653161348351,0.373214572755037,0.479016056746078,0.834278902526995,0.709212891516102,0.788611932658401,0.56984098201102,0.661212611688538,0.678987436898597,0.66400484968725,0.432768567568147,0.489547112910207,0.301652449970224,0.548644087448308,0.920587435409301,0.353637085674128,0.381335413255065,0.561926055372807,0.381440856509583,0.618302822458411,0.501723600351479,0.351511694238448,0.550335968912756,0.800388279316967,0.0440504953416557,0.709950777996142,0.280208251126905,0.768371734616448,0.522685100964162,0.425975623087014,0.422418754753438,0.869923690325306,0.487208366854384,0.890657248524945,0.781569150762305,0.447833404121466,0.650399708700905,0.432798752545445,0.206911155327577,0.436162146876447,0.334777471445451,0.567033526068938,0.458910642004791,0.451389026087104,0.372845694068455,0.634150976864405,0.407303974221268,0.335843816204272,0.662224402785543,0.619903783431181,0.685929878906516,0.820219669286058,0.659854698113987,0.678352677175492,0.487578749574911,0.553212739667783,0.546718333626376,0.551188613409869,0.465079003323424,0.699041455266916,0.807088019996429,0.354041767462516,0.549416063695767,0.461015140212505,0.791655880693972,0.509718578583353,0.842611030999412,0.569063423994987,0.699317635177335,0.720646615372659,0.46409186136903,0.436606887536256,0.60862048324284,0.642900222349345,0.416809747887744,0.715153171597053,0.685628888320732,0.597676490077016,0.275164431414729,0.577739435464897,0.760538356241445,0.688192962820468,0.782022435002546,0.206824974499076,0.479945240417073,0.376274944567627,0.456319234642497,0.647054151930367,0.393429902672133,0.894500431348168,0.773059627998588,0.702181644154365,0.820687624920593,0.718386579242978,0.588132956930311,0.546647334268261,0.387694728560189,0.372434484603723,0.696732064166146,0.441513881385176,0.431559204388193,0.646680337938265,0.413055499285522
"Methanogenesis and methanotrophy: methanol => methane",0.000290939990163458,0.00114213197969543,0.152045303741903,0,0.000171165265899405,0,0.00118582875928263,0.00080327737167644,0,0,0,0.0242600547815634,0.000321535070659925,5.25087514585764e-05,0,0.000220511317339988,0,0.000278847376169211,0,0,0,0,0,0,0.000177019544064037,0.00155942914380331,0.000204237937196834,0.000244829673356411,0.000735287973863855,0,0.0164372653850529,0,0.000682246992231795,0,0.000170841255407677,0,0.000418591155359156,0.0165844797374588,0.000705976321451116,0.000209200644337985,0.00181303304626977,0.00083172225651793,0,0.00756573021827837,0.00347108929724326,0.0010945570859489,3.70022047146976e-05,0,0,0.00063104569530426,0.00358347006112183,4.17802082511269e-05,0.000629400657635454,4.29986604263483e-05,0,0.00200929104400913,0,0,0,0.000352269300924558,0.00238870029794885,0.000910309670798921,0,0.000146036034391486,0.00115573296830751,0.00152514392498303,0.00210313422835447,0,0.000869287889521412,0.00048628634224603,0.00623368725134936,0.00307912638739706,0.00326903388645049,0,0,0,0.00112012667111491,5.50833036604823e-05,0.000159410426668138,0,0.000165509526785434,5.93698122772205e-05,0,1.50267852446987e-05,7.76875407112593e-05,0,0,0.00975022102671606,0,0,0.00108239006402612,0.000106815598129201,0,0.00279723067518903,0,0.00140427345945958,0,0.000281692124592427,0.000227785126148956,0.00529809321474259,0.0183481034362728,0.000913108586873151,0,0.000590144585423429,0.000442045673299728,0.000271897091638696,0.0469159875485292,0.000120441692534257,0.000235393142213124,1.50026254594554e-05,0.000245486221095977,0,0,0,0,0.000222977869446457,0,0.000511302892734851,0,0.000866632389415444,0.0010300048330996,0,0.00182818850088543,0,0,0,0,0
"Methanogenesis and methanotrophy: monomethylamine => ammonia",0,0,0,0.000163191620110307,0.000124483829745022,0,0,0,0,0,0,3.94111967209884e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397129322327178,0.0007571584342689,0,0,0,0.000273849922840934,0,0,0,0,0.00175522882190373,0.000539820316951643,0.000448320729680636,2.78934192450646e-05,0,0,0,2.7412066008255e-05,0,0.000933208033438501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264202815865953,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01071409787947e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000580089055925487,0,0,0,0.000505372157603917,0,0,0,8.555722709027e-05,0,8.74401035290826e-05,0,0.0274839326347626,0.000255044632810742,0,0,0,0.00015667958651511,0,0,0.000264041652570693,0,0,0,0,0,0,0,0,0,0,0.000875987539077257
"Methanogenesis and methanotrophy: putative but not defining CO2 => methane",0.000290939990163458,0,0.1513718051158,0,0,0,0,0,0,0,0,0.0242600547815634,0.000321535070659925,0,0,0.000172106394021454,0,0.000278847376169211,0,0,0,0,0,0,0,0,0,0.000108813188158405,0,0,0,0,0,0,0,0,0,0.0165844797374588,0,0,0.00181303304626977,0,0,0.00756573021827837,0,0,0,0,0,0,0.00357896255161098,0,0,0,0,0.00200929104400913,0,0,0,4.17946628215577e-05,0,0.000700662595099775,0,0,0,0.000363129505948341,0,0,0,0,0.00623368725134936,0.0028843537414966,0,0,0,0,0,0,0,0,0,0,0,1.50267852446987e-05,0,0,0,0.00926934703824201,0,0,0,0,0,0,0,0,0,0.000281692124592427,0,0,0.0179922801824497,0,0,0,0.000442045673299728,0,0.0468110594242944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586039519447594,0,0,0,0,0
"Methanogenesis and methanotrophy: trimethylamine => dimethylamine",0.00891754160326407,0.000805837563451777,0.0171961335599583,0.0116987992666577,0.00260443512544663,0.00896926922511395,0,0.00158708135252436,0.00230092316288047,0.00537105111831667,0.0093180977080578,0.0107518671054447,0.00193439647348632,0.00908401400233372,0.000971008461645166,0,0.0125587443030784,0.00581478793246973,0.0167451533478354,0,0.00784115872565404,0,0.00490242071683243,0.000730363189695239,0.0149913426379231,0.00537331390374175,0.00145614084853299,0.00426184986953752,0.00161540539712514,0.00918970533606249,0.000137451181132219,0.00727552632844968,0.000131744246775795,0.00417408635702733,0.0459452756881872,0.00479121539022455,0.0133782684596321,0.00936759621440292,0.0117774370998287,2.78934192450646e-05,0.000498999920991679,0.00023288223182502,0.0119671737938597,0.00791817106695593,0.00113851728949579,0.00229813380197238,0.00136908157444381,0.0174919718271851,0.00417388528153772,5.2587141275355e-05,0.00164524097145845,0.00237218737959176,0.0124468391734264,0.00907602493922305,0.00195124617402711,0.000226109478098214,0.00766397338403042,0.000569747965656859,0.00154597720594551,0.00780963128151392,0.00272081905595243,0.0015502849545121,0.00747757175696103,0.00693671163359559,0.00254916988045131,0.00137430551481987,0,0.000300388251815471,0.00451013651771174,0.0023471931322584,0.00165555921580552,0,0.000917356796042695,0.00430534478889738,0.000523211567732116,0.00445401320212158,0.00121692774145817,0.000310827213512721,0.00066216638769842,0.000979866622860865,0.00475411847628505,0.0146757609040652,0.00200821695437164,0.00701750870927428,0.0070576142753844,0.00374933047670059,0.00151339854386518,0.00328096315052608,0.00970325854029241,0.000566774480978994,0.000266011117430149,0.000602745160871921,0.00323092286905951,0,0,0.000651984106177663,0.00970627885126026,0.00144367213853619,0,0.00052829989320795,0.00988311979640722,0.000529602980386428,0.0119054084880348,0.00592048277634472,0.0353636538639783,0.00496915374374168,0.00398726872092617,0.00607683085059208,0.0274839326347626,0.00811642037356537,0.00354767184035477,0,0.0120396450581334,0.00271577949959524,0.00640997836029862,0.00841741457160377,0.00464548282491563,0.00334670984335539,0.00126817189195394,0.00352473621068221,0.0120008768246272,0,0.00484119603021925,0.00264110880030251,0,0.01497588364669,0.00591610899068553,0.0244345774181362
"Nitrogen metabolism: Dissimilatory nitrite reduction to ammonia (DNRA)",0.1267390014293,0.128394670050761,0.0207549162410806,0.0674465866177772,0.0446702442800653,0.273611723766113,0.116782607844864,0.182531394757276,0.355015174410484,0.18606898669581,0.240793071099266,0.102247423493014,0.0941916245300143,0.0969574095682614,0.127972750111743,0.0748420789376733,0.275999485224615,0.481835963930272,0.174019314894939,0.0376976948091586,0.1789802289282,0.00347006215292244,0.301901545005317,0.740189894429321,0.374352080809422,0.27332938122202,0.0561351752569521,0.10029402230217,0.0740022782786463,0.238605737706962,0.0327512986766769,0.128953708261016,0.0284544047277364,0.138308473967097,0.257669945716569,0.0468848521243057,0.0506019626217125,0.0686942774762115,0.0241835538435773,0.0760793009909137,0.0220557965078322,0.0740362187318638,0.136155513294956,0.03864318105278,0.00796499290740754,0.0784330826608639,0.106261081389433,0.0519119194754028,0.18205698832345,0.500273160983847,0.102324973405694,0.0622060878405667,0.627059522479015,0.032783170985827,0.0561926104066463,0.0801763653929166,0.341386776510351,0.441045593025863,0.121161408869329,0.169474372408358,0.0777988190623393,0.0755915633603116,0.381636419471501,0.0451032292218105,0.0892004540964996,0.0635588367565273,0.16595528203092,0.0133272254388798,0.0212411060277213,0.046585848684538,0.169352727027004,0.0150089509488006,0.0351788592338804,0.324928022393878,0.104774815177212,0.112490486358104,0.0541117983218843,0.0892565917992764,0.0976450175044911,0.359893482734174,0.320708951497148,0.129755008186184,0.0185760068279376,0.0381129363089707,0.294038377645111,0.266836508132705,0.523285301920088,0.0627740919120501,0.0317835500012573,0.211066271741115,0.0745243904676292,0.158247308628411,0.047460298811412,0.16395691866105,0.800609310639621,0.0579012038909317,0.169655623187222,0.133103050021479,0.123920285559717,0.157569216719937,0.0940972016305987,0.135417047128578,0.058994775089888,0.0569775078765265,0.269120257812444,0.238777213148568,0.0646488405442272,0.252495059153295,0.108822962957679,0.0903233065786513,0.0223154893886601,0.0305711408430442,0.187159829729558,0.0480558674639917,0.323915966629556,0.203137484438003,0.157863903030703,0.438449977533661,0.135653395502909,0.088668134767804,0.19042148325978,0.055609756097561,0.43128686634477,0.0220712924853474,0.0197415430732498,0.0554040538498622,0.0345965880203658,0.373553936195258
"Nitrogen metabolism: nitrate => nitrite",0.105043190734254,0.0285406091370558,0.014000003985199,0.0168750334670315,0.00375980067026762,0.0273734254766456,0.102079113955013,0.00671345148813219,0.318347703521225,0.262347546748316,0.0340420404568392,0.0103109543421286,0.0296175288474005,0.0442240373395566,0.0283287865476796,0.00496419380255632,0.104117759307006,0.331090252233854,0.0281715392154519,0.103308509339519,0.0338697414659954,0.00628378031310462,0.0266701069619065,0.736150764668127,0.0410685342228565,0.0182137819661072,0.00442893748995358,0.0104505999460468,0.0611904423704125,0.0156319729943331,0.0156599552572707,0.0150913511533152,0.0596519128794117,0.0430396497361585,0.0816373205477942,0.0106740729620177,0.0107454252267765,0.00152520660979988,0.00867784033082978,0.031861258132675,0.0156103808616897,0.00182054760593369,0.0168371367872807,0.00016447239604953,0.00969590943696618,0.00834218209330772,0.0298638627218205,0.0193296813017783,0.0185923348873896,0.934721828630193,0.00227629230297676,0.0219996007668989,0.10204231690029,0.0302396348421453,0.0326328159160472,0.0288572221422845,0.0400130703422053,0.313804518417894,0.0104314421572889,0.0173447850709464,0.0489811299063361,0.0175358744765719,0.304183325730539,0.0234387835198335,0.0187704148753489,0.016569878686812,0.0567070749683599,0.00719680186641234,0.00876061561387812,0.00407408400117934,0.0261764184172516,0.0139205155746509,0.0167126189776287,0.0406763803155985,0.0653402913676886,0.00503445641197253,0.00728773772441427,0.0816550958941299,0.0766672184719897,0.320338572737805,0.0174412797881478,0.0171898441085737,0.00312389304013366,0.0123019281869933,0.0363786849292147,0.0276690517718906,0.511739064380792,0.0161894242786264,0.00437526716789459,0.0135971377888711,0.0127272560494597,0,0.0538022087763614,0.0695686550702298,0.316847750058289,0.00402588787241173,0.0697495812737448,0.15034965034965,0.0318096751732332,0.106901483390629,0.00653889689634456,0.0408403033955465,0.0119488588839766,0.00592048277634472,0.0976778342613916,0.0215830036190441,0.00463432548704138,0.0250080750680222,0.0024751945559986,0.00534093466356612,0.0146777003484321,0.00704934541792548,0.00793112941824266,0.0221962747563073,0.0323149660945881,0.01623093074679,0.0117581048410387,0.0621310484808106,0.00890726766352995,0.103685451247078,0.0674653165680239,0.00237083661159192,0.434153363994242,0.00142526796492096,0.0267345195977622,0.00356888450773138,0.00353701581926676,0.382877728564311
"Nitrogen metabolism: nitric oxide => nitrous oxide",0.000406392367212449,0.00418781725888325,3.98519897102163e-06,0,0.00013031900926432,0,8.60997779017093e-05,0.000394336164277525,0,0.0341471198340514,6.88529387294912e-05,0.000270951977456795,0.000352651367820563,0,0.0228109924322991,0.00388315051510906,8.8754376700201e-05,0,0.000203188870030837,0.08078711668017,0.00113167751044962,0.00354425756079743,0,0,0.00175913171913637,7.59272616833074e-05,0.00018910920110818,2.72032970396012e-05,0.00102494687265871,0.000229368662755765,0.00370644219466879,0,0.0386528209736841,0.0143111532240937,0.000427103138519192,0.000139404207862397,0,0,0,0.000509054901222429,0.00102294983803294,0.00131781770866063,8.56633771929825e-06,0,0.00301753362907014,0,0.0176839703365659,0,0.00998633745087821,0.0017529047091785,0.000392153327443521,0.00369522730754411,0.000888219619653771,0,0,0.019180764250036,0.00162389100126743,1.58263323793572e-05,9.89008986968505e-05,0,0.00132847503201433,1.93095990775529e-05,0.000387593432378363,0,0.00960651800607375,0.00900002513973503,0.00951993944958682,0.000110142358999006,5.08025389980046e-05,7.27515000210596e-05,0.000844673069288532,0.00899964196204798,0,0.00418363892914057,0.00365908349641226,0,0.000283488848862415,0.0245986296060954,0.0401223781583191,0.011158951657992,0.00147246406588421,4.56690863670927e-06,0,0,0.00087846680650424,0.00349754393675122,0.000929074781755075,0.00142258554923574,7.82295534489454e-05,0.000561324726354196,0.0053660863343668,0,0.0327963147897942,0.00392343162398841,0.0392539053392399,0.00159120596542661,0,0.00296480961133529,0.0250796600824686,0.00366413711646371,0.000701332790144212,0.0144879895783873,4.3450395941733e-05,0,0.00593196774492539,0.00165013407339346,8.74401035290826e-05,0,0,0,0.00724184352233133,0,0,0,0.00138802538929775,0.00144935615140197,0.000330052065713366,0.00127051021831084,0.00479664153098958,0.060418505835217,0.00807101223064713,0.00132179386309992,0,5.81742026498349e-05,0,0.000110328418921804,0,0.000262796261723177
"Nitrogen metabolism: nitrite => nitric oxide",0.097945178593282,0.0258883248730964,0.00283347646839638,0.00533942582048412,0.00181279577066188,0.0184041562515316,0.101993014177111,0.0048294009254729,0.314042996279412,0.233285463539173,0.00026967401002384,0.00472441720692849,0.0240010372099054,0.033465577596266,0.00302091521400718,0.0040767702083832,0.0914702606272272,0.325275464301385,0.00905385700284464,0.0225213926593489,0.00544116152857048,0.00311049979168212,0.00953118158503784,0.735376137042693,0.0106322363653462,0.0127645408006822,0.00324889607503853,0.00620688560786901,0.0581545942965049,0.00133632177431619,0.00916183217684753,0.00706828854900248,0.021161419638362,0.0204538399960791,0.0217326609903282,0.00467754734381367,0.000304429931170295,0.00152520660979988,0.00244257500998415,0.030864068394664,0.000257816625845701,0.00128085227503761,0.00424033717105263,3.13280754380057e-05,0.00537787435119556,0.00608547575076368,0.0151863215183238,0.0174838761907332,0.00160570164936547,0.932916336779739,0.000297495627715774,0.017148454364407,0.0860073057534279,0.0124266128632146,0.0263718845649322,0.0156478036547514,0.0161398922686946,0.311889532199992,0.00193117017981745,0.00540345283621567,0.0405887443675533,0.013216041311508,0.301440356824477,0.0217009547105748,0.0111229052339949,0.0127262925315434,0.0434306524058863,0.00423046787973456,0.00475850448614643,0.00171923281628715,0.0210323594252844,0.00855281059792338,0.0156964309245537,0.00850419695050755,0.0601761252446184,0.00058044320985095,0.00451507849529651,0.0115812645946164,0.0228570027161084,0.311983768797588,0.00858937371765787,4.56690863670927e-06,0.00111567608576202,0,0.000986034170565983,0.00282458718452291,0.508127943530952,0.00492895838185903,0.00214013706935329,0.000561324726354196,0.000256838320277385,0,0.0266110556306174,0.066857799689049,0.276412528172845,0.00164819758309948,0.0643653744025491,0.147173571644871,0.00313204548454814,0.104320361055241,0.00115513636023752,0.018694376468583,0,0,0.00951111174486835,0.00227831011269666,0.000419712496939596,0.000197086405965149,0.0024751945559986,0.000802640462080864,0.00491764333227748,0.00586246583225435,0,0.0221216654293953,0.00856912896587289,0.00233197688462753,0.00614721972391145,0.0559489316868347,0.00506995443873828,0.0373104645861022,0.0618399055564799,0.001049042748492,0.421610844279108,0.000360680056428977,0.0166698617961275,0.00158776985491813,0.000622748314809004,0.358881144915714
"Nitrogen metabolism: nitrite=> nitrate",0.102170735593275,0.0261992385786802,0.00304469201386052,0.0168750334670315,0.00338245906135302,0.0273734254766456,0.102079113955013,0.00661608453398959,0.318347703521225,0.240306366682623,0.0340420404568392,0.0100646343626224,0.0296175288474005,0.0442240373395566,0.028251722384057,0.00196846688162038,0.104117759307006,0.331090252233854,0.0281715392154519,0.103308509339519,0.0331374795474691,0.00570163172823934,0.0146916244448615,0.736150764668127,0.0394421671617682,0.0182137819661072,0.00411879840013616,0.0104233966490072,0.0611904423704125,0.0156319729943331,0.0156599552572707,0.0142994067818563,0.0456611443869893,0.0398947901520968,0.0672783885811909,0.00808115469577713,0.0107454252267765,0.00152520660979988,0.00867784033082978,0.0317775778749399,0.000790083208236825,0.000809542996344119,0.0168285704495614,0.00016447239604953,0.00852499531402945,0.00834218209330772,0.0190993046669031,0.0189033111153088,0.0160945767661544,0.934721828630193,0.00203739429890197,0.017719450543839,0.101883496173597,0.0298989531479981,0.0319714691735899,0.018538407778166,0.0397952313054499,0.312643920710075,0.010332541258592,0.0173447850709464,0.0468351317776976,0.0140739392133821,0.303026508409287,0.0224749456928497,0.00563932115032316,0.0100000279330389,0.0536640444698116,0.00706663362395897,0.00876061561387812,0.00372947163265853,0.0259399099578508,0.00662799856784819,0.0167126189776287,0.0364927413864579,0.0621092900630572,0.00503445641197253,0.00700424887555185,0.0714902591079259,0.0628966100759652,0.309761777132219,0.0107638264661148,0.017185277199937,0.00312389304013366,0.0123019281869933,0.035900607755607,0.0248444645873676,0.511511178113569,0.0150774031802802,0.00299507433204534,0.00060492276335258,0.0126722192665431,0,0.0252036460475044,0.0683560788274222,0.316847750058289,0.00200838460679203,0.0692185138281793,0.147687659772252,0.0244066585733921,0.105063754476398,0.00583756410620035,0.0332249777810244,0.0119488588839766,0.00592048277634472,0.09558168219768,0.0206548032027602,0.00463432548704138,0.0250080750680222,0.0024751945559986,0.00534093466356612,0.010433164396579,0.00704934541792548,0.00793112941824266,0.0221962747563073,0.0320450722688914,0.00993180593492763,0.0114280527753253,0.0610387195736044,0.00538426428264928,0.103575505346928,0.0607042592020368,0.00237083661159192,0.430885556673844,0.00135545892174115,0.026717091618885,0.00273902292192825,0.00353701581926676,0.382877728564311
"Nitrogen metabolism: nitrogen => ammonia",0.0378245077687905,0.0167639593908629,0.0291138710827985,0.0688337153887148,0.017412175685585,0.0269649888088353,0.0268611738921992,0.269696726279584,0.00557707203718048,0.215540522232358,0.0715611543195178,0.00819260251837547,0.0913626345131596,0.129728704784131,0.143770903654383,0.0997195203609932,0.0919007193542231,0.0263756812282407,0.0995625463151101,0.00130520194004506,0.0446049114103224,0.237910429020678,0.125656783636705,0.0168675165438329,0.0477344264290179,0.0521620287764322,0.067042993976872,0.0554879251365265,0.113106229615951,0.0583818040842581,0.156793880104652,0.202919092150499,0.102704050665073,0.122089983826436,0.0921220137224105,0.0604113496472001,0.051227470995914,0.0199326509890279,0.0356981822398001,0.040034029971479,0.0706791804757964,0.110077516514307,0.128792746025219,0.147854810034383,0.156101827875624,0.0134486615660016,0.166947780638596,0.0812343147043744,0.188245043217789,0.0120482983677536,0.0567224996844743,0.0169790124087218,0.115380316817939,0.0370565763143533,0.0594255574989069,0.0827021110403092,0.0652724968314322,0.0968439655513498,0.0275543109079883,0.0675998817808109,0.12309790158427,0.112690820216599,0.0343556855484298,0.0362826527445647,0.102081548846111,0.0749303769004941,0.237936446881902,0.0864016741638568,0.0909054988103739,0.141915202383186,0.0998234633285187,0.08687432867884,0.0607634841312479,0.170312137497195,0.0799392530984997,0.0407109837031684,0.136686568505772,0.17995125127626,0.0590922189318275,0.0536217599557331,0.0133834427693739,0.082437267801239,0.0340783260396009,0.046027043204512,0.132451280948027,0.0334212297254611,0.023466442286342,0.0821392881562239,0.0943085205953269,0.0195101215567769,0.0499458804967987,0.0117344564230508,0.225393585149504,0.0845913119742735,0.0023377632703816,0.0915672922826511,0.0324727317292373,0.0469686406242298,0.175265123767566,0.121003316968615,0.0632643431580087,0.187260308995946,0.125262060200524,0.0322485460550738,0.0971858802056225,0.0258208479438954,0.0498146269805183,0.100185589698951,0.0329621730353589,0.0295964293751406,0.031794425087108,0.0666091209897856,0.0614583112730045,0.0181151445742232,0.0506002727855453,0.0505695226415445,0.00829668380186975,0.0530670426550565,0.0785747278486721,0.132407200809719,0.0380256656076104,0.0528927353789667,0.135993018485725,0.108215651769223,0.180471078269053,0.0350004916809974,0.099092392983378,0.154565263809122
"Nitrogen metabolism: nitrous oxide => nitrogen",0,0,0,0,0,0,0,0,0.000319995936559536,0.00543126469587627,0,0,0,0.000192532088681447,0,0,0,0,0,0,0.00686714526464787,0,0,0,0,0,0,0,0,0,0,0.000229441827245107,0,0,0,0,0,0,0,0,0,0,0.000256990131578947,0,9.71905003228113e-05,0,0,0,0,0,0,0,0,0,0,3.08331106497564e-05,0.00120141529362062,0,0.00328455089882698,0,0,2.75851415393612e-05,0,0,0,0,0.000856143137206244,0,0.000214499609102686,0,0.00025340192078656,0,7.09557742795455e-05,0,0.000876549249836921,0,0,0.0362271084609922,0.000766396282058357,0,0,0.00495509587082956,0,0.000811446403213729,0,0,0,0.00238934263023044,0,3.81482823735861e-05,0.000137591957291456,0,0,0,0,0,0,0,0,0,0.00229995900297293,0.00264192751135298,0,0,0.038857240636831,0.0105383562414446,0,0,0,0.00156777436051309,0,0,0.000614159554416654,0,0.00148441604133231,0,0.000965402292211596,0,0,0,0.000142616053813791,0,0,0,0,0,0,0
"Other Reductases: TMAO reductase",0.0960748500850884,0.00106598984771574,0.00282949126942535,0.00516603472411692,0.000871386808215155,0.0172360273815942,0.101773851106089,0.0047320339713303,0.311848738428718,0.0596475699305436,0.000240985285553219,0.0011084399077778,0.0225645014909892,0.00668611435239207,0.00260476873044497,0.00108104328744726,0.0893579064617624,0.275353582573679,0.00884469198957761,0.0213138588916882,0.00393809759054296,0.00252835120681685,0.00264277225245512,0.735193546245269,0.00889523208921785,0.00877251900371752,0.00217097362872191,0.00617968231082941,0.0580320463008609,0.00133632177431619,0.00916183217684753,0.00706828854900248,0.00275721887895056,7.35161980689745e-05,0.0132649968311703,0.00422501983829112,0.000304429931170295,0.00152520660979988,0.00232405343776973,0.030864068394664,0,0.00026984766544804,0.00420178865131579,3.13280754380057e-05,0.00319803027252679,0.000819827618160926,0.00434775905397697,0.0106808430256092,0.00113150320905578,0.500103713528626,0.000148747813857887,0.0122323165268577,0.0834867619983177,0.00637041692162667,0.0256121556624399,0.00395177701494378,0.0159220532319392,0.311873705867613,0.0013117382353477,0.00315848237608629,0.0380084370938331,0.0131967317124304,0.299341389313751,0.0215476168744638,0,0.00137430551481987,0.00402015038340323,0.00364471078869439,0.00356182245641565,0.00105298223714692,0.0161501490847967,0.000876476906552095,0.0150122145297153,0.00432055802136698,0.00772586431833007,0.00058044320985095,0.00423158964643409,0.000794773381386958,0.00908639432008388,0.299989048549509,0.00717398190238933,0,0.00111567608576202,0,0.000507956996958234,0,0.502302235622714,0.00166302254347276,0.00208425881688976,0,0.000201801537360803,0,0.000724509976698193,0.0656452234462414,0.25463589026191,0.00023708512951915,0.0642264798398627,0.00476763920872682,0.00106644854515193,0.098588307213935,0.000453803570093313,0.0110790508540609,0,0,0.00741495968115673,0.000243769806296762,0.000419712496939596,0.000197086405965149,0.00224693453930709,0.000742629960243043,0.000514729173265759,0,0,0.0221216654293953,0.00829923514017611,0.00119850604827471,0.00541285387769921,0,0.00154695105785761,0.0314057230074731,0.0484683299924202,0.001049042748492,0.421610844279108,0.000302505853779142,0.0166698617961275,0.000949783780283352,0.000622748314809004,0.332995713135981
